generations,population,infected_t10,infected_t25,infected_t50,infected_t60,infected_t75,infected_t100,recovered_t10,recovered_t25,recovered_t50,recovered_t60,recovered_t75,recovered_t100,beta,gamma
9,182,19,0,25,10,33,19,182,0,25,35,68,182,1.5,0.1
9,83,0,2,11,36,10,0,83,11,35,71,81,83,0.010034401943795578,0.010696833021575597
11,60,2,0,20,25,0,0,2,2,31,56,59,60,0.19724979532405976,0.17329618680374256
12,241,0,32,6,5,3,2,0,50,224,229,236,241,1.5,0.1
12,412,3,4,24,14,82,67,3,20,95,109,252,412,0.15654446982947745,0.14141446270144864
12,2274,50,132,178,136,143,682,50,227,798,934,1260,2274,0.09609807479878565,0.08856734164327124
12,5431,587,879,550,362,142,25,587,2063,4476,4838,5208,5431,0.1635442002205755,0.15285531718444634
12,225,31,35,23,20,2,2,31,79,184,204,218,225,0.138253728124719,0.13149339330140544
12,130,12,23,5,2,0,0,12,81,126,128,129,130,0.27580779124181337,0.245245806455468
12,60,0,0,0,9,2,6,0,0,28,37,50,60,1.5,0.1
12,256,2,13,27,28,17,35,2,18,139,167,200,256,0.2881205611324409,0.2573266644708306
12,91,17,13,2,14,0,3,17,54,66,80,80,91,0.21586119806677065,0.20489679644322886
6,81,3,50,0,0,1,3,81,50,72,72,73,81,0.30582486162981865,0.283245058140582
12,1243,118,138,90,28,21,349,118,396,685,713,751,1243,0.01,0.010356176700233475
8,1683,2,518,105,105,2,2,1683,1033,1649,1649,1681,1683,0.20594299126716684,0.1920037787330395
12,80,1,22,1,0,1,24,1,24,34,34,36,80,0.01,1.0
12,267,2,14,77,82,3,12,2,32,150,232,237,267,0.24348155434113558,0.21509669446459037
9,516,4,127,92,36,1,4,516,169,472,508,509,516,0.2816846998717401,0.2440680796715984
10,96,1,0,17,31,15,0,1,1,33,64,79,96,0.01,1.0
12,64,7,2,0,10,2,0,7,27,43,53,55,64,0.1373273990003405,0.13214161636774474
12,91,6,25,11,3,11,6,6,33,49,52,68,91,0.06869187860621016,0.06601810348116348
12,82,13,4,2,7,4,1,13,22,51,58,68,82,0.01,0.01356854029168103
6,60,2,3,11,11,18,2,60,3,16,16,34,60,0.20813463070653535,0.18216249019320488
10,72,1,1,23,0,4,0,1,2,65,65,69,72,0.01,1.0
12,4603,2082,309,149,172,116,124,2082,2801,3715,3887,4096,4603,0.4249463485268628,0.3976310740071148
12,6126,602,401,143,89,432,878,602,1589,2289,2378,2975,6126,0.010097281905024213,0.01
12,14280,2283,3312,898,516,171,482,2283,9088,12049,12565,13201,14280,0.2276839581840869,0.21100462955770302
12,17778,2232,2844,537,288,263,1406,2232,10615,14396,14684,15187,17778,0.2865552276641398,0.25942396670682727
12,4568,1329,773,120,113,58,165,1329,3453,3824,3937,4054,4568,0.2363897808659698,0.22311601747462026
12,1912,214,247,67,74,197,199,214,838,1068,1142,1498,1912,0.047026341122479186,0.04787711513133082
10,1351,182,171,116,98,137,168,182,353,660,758,895,1351,0.01,0.01157803214411738
12,3610,794,489,176,141,128,286,794,1709,2438,2579,2807,3610,0.01,0.017061287413257124
12,1947,755,224,17,19,6,39,755,1700,1866,1885,1895,1947,0.23776016862893712,0.2226964030455383
12,1947,63,293,128,238,95,327,63,477,763,1001,1339,1947,0.0774420996089976,0.07174797434646152
12,8216,1278,754,476,444,710,98,1278,2740,4362,4806,6466,8216,0.018866464535974174,0.022138995716513548
11,16505,1084,893,1454,982,2318,1180,1084,1977,5463,6445,9781,16505,0.012242853809646516,0.010000009002823782
12,30201,5970,7012,1931,1013,757,511,5970,18677,25477,26490,27735,30201,0.16398988521175592,0.15799630773257503
8,5066,10,1219,680,680,90,10,5066,2450,4645,4645,4984,5066,0.18993188776508588,0.17787847053853387
12,859,106,140,92,75,10,17,106,369,674,749,790,859,0.14492435283408958,0.13811688717523019
12,272,26,23,34,25,13,7,26,71,188,213,239,272,0.12964018131709784,0.12324642290404396
12,267,40,25,43,15,5,7,40,100,221,236,250,267,0.11031575636281157,0.10788709411674416
12,373,8,13,53,17,2,11,8,26,323,340,352,373,0.2412013426472391,0.21014977913482702
12,79,18,12,7,6,7,4,18,44,54,60,71,79,0.052639748469798305,0.058733538605372046
12,518,34,49,43,39,19,65,34,137,356,395,429,518,0.17575932176817116,0.16351485335416113
12,2919,237,759,191,82,38,61,237,1511,2571,2653,2720,2919,0.25060914967834974,0.22475641184784742
12,2637,122,319,467,311,56,40,122,650,2011,2322,2487,2637,0.19590917264125873,0.17776929109971584
8,240,3,78,3,3,1,3,240,166,233,233,235,240,0.21041516308961078,0.19795309333357824
12,117,3,3,9,4,43,5,3,8,20,24,71,117,0.11302898294312597,0.10287793935670896
12,484,19,76,52,45,25,11,19,134,358,403,439,484,0.22544189324563066,0.20398066574613682
7,803,59,69,190,188,139,59,803,69,341,529,668,803,0.20403398032911133,0.18176453272372556
12,127,5,46,13,7,4,2,5,74,101,108,117,127,0.3709671172965833,0.32305614807394034
12,1525,8,156,188,109,57,215,8,203,865,974,1092,1525,0.35991572602220395,0.3222917618160385
12,1083,298,293,15,1,5,2,298,998,1074,1075,1081,1083,0.2389159369817346,0.2175786935419551
12,62,1,2,0,1,0,6,1,3,6,7,11,62,0.01,1.0
12,1227,3,57,108,51,50,459,3,63,268,319,414,1227,0.024322130724212906,0.01
12,1165,455,170,29,4,2,6,455,891,1153,1157,1159,1165,0.12282037746235303,0.12711344668932006
11,127,2,29,5,0,5,8,2,31,93,93,104,127,0.44922749374155657,0.3818870507737397
12,7868,4,593,1522,662,142,144,4,651,6606,7268,7566,7868,0.010000000380405915,0.999999999876894
12,3190,200,484,445,181,21,38,200,928,2838,3019,3110,3190,0.2038813477137692,0.18368674488031803
12,411,38,60,65,12,1,1,38,168,394,406,410,411,0.18292359034704378,0.16773987967996815
12,96,0,0,1,1,9,60,0,0,3,4,22,96,1.5,0.1
12,2202,125,158,211,163,47,482,125,442,1126,1289,1396,2202,0.054606262314225024,0.0524321577486043
12,3920,1096,792,136,26,1,4,1096,2917,3873,3899,3904,3920,0.2785054800645352,0.24531062293143124
12,350,36,21,28,16,35,33,36,78,146,162,207,350,0.01,0.01039021333904878
7,519,11,20,65,220,106,11,519,20,138,358,464,519,0.2452872019356724,0.2138637763660729
12,168,14,11,23,13,3,2,14,35,130,143,156,168,0.059912849414149844,0.05901048790109753
12,1782,10,60,355,258,108,24,10,86,1151,1409,1659,1782,0.27631811804891887,0.2421078192545863
12,525,16,45,24,13,26,196,16,92,181,194,257,525,0.015444491800150749,0.01
12,2384,432,608,109,64,15,4,432,1483,2269,2333,2366,2384,0.18004516707421933,0.16841909605533453
12,328,7,15,51,44,24,11,7,29,173,217,270,328,0.19946036052998056,0.1809970053326903
12,936,89,192,39,46,8,19,89,457,810,856,897,936,0.22092442444538424,0.20113630269319122
12,542,29,61,102,42,25,17,29,124,416,458,508,542,0.19545902098420928,0.17276908577381725
12,507,109,125,21,19,11,6,109,314,436,455,488,507,0.14469063635538684,0.1409680048037341
10,73,25,27,0,0,0,0,25,52,72,72,72,73,0.29818168601708694,0.25231227015254837
12,80,1,4,3,8,4,7,1,6,25,33,49,80,0.01,1.0
12,653,41,40,57,91,52,12,41,128,327,418,580,653,0.1286262001040858,0.12066167829600082
7,180,5,29,32,32,41,5,180,29,82,114,155,180,0.12148783104598147,0.11600303194027398
12,347,32,73,33,15,11,1,32,152,272,287,325,347,0.18662488329229462,0.17348664823509283
12,322,38,58,10,16,20,8,38,144,250,266,300,322,0.19008615564807338,0.17737008048892025
12,142,38,21,16,2,1,0,38,94,137,139,141,142,0.18408210029617347,0.1758084503083143
12,51,1,3,4,3,5,0,1,9,31,34,42,51,0.01,1.0
12,455,6,9,90,74,38,1,6,20,227,301,435,455,0.20729713723784784,0.18479841136018382
12,943,12,14,167,52,5,104,12,30,468,520,526,943,0.13207838420766607,0.12100516999683109
12,1208,161,51,39,19,95,38,161,406,655,674,835,1208,0.01,0.012541015548024649
12,1420,30,250,37,43,47,73,30,540,919,962,1081,1420,0.3945627372095581,0.351086213677945
12,97,16,3,11,7,11,0,16,26,56,63,83,97,0.05159383052236867,0.05371936343363749
12,58,4,7,4,0,4,2,4,19,42,42,56,58,0.18314295302673647,0.16985555892878715
10,242,12,22,50,18,15,0,12,34,171,189,204,242,0.21755659996077303,0.1968581321570152
12,2279,304,742,74,62,61,46,304,1455,1915,1977,2102,2279,0.2392584561065191,0.21758297269396962
10,4189,457,810,546,320,251,5,457,1267,3185,3505,3756,4189,0.1824599441968125,0.16984859393740834
7,1979,72,287,320,298,388,72,1979,287,960,1258,1646,1979,0.1355751455673888,0.12832396942967123
12,1067,0,0,2,13,114,346,0,0,5,18,225,1067,1.5,0.1
12,2193,466,501,112,29,2,1,466,1421,2153,2182,2192,2193,0.1653661747726214,0.1570441967385546
11,60,0,1,1,0,3,38,0,1,4,4,9,60,1.5,0.1
11,217,53,59,28,19,1,4,53,112,178,197,205,217,0.14065998279192726,0.13924326822765115
12,334,23,10,63,35,24,1,23,64,209,244,298,334,0.13559644045597613,0.12697165977157943
12,596,151,40,46,25,37,31,151,287,380,405,476,596,0.010448744265776116,0.019777781193364638
12,518,21,81,40,23,15,17,21,140,416,439,470,518,0.24924236648693032,0.2222459921082456
12,1208,80,147,52,187,51,63,80,310,717,904,1002,1208,0.15044520560553395,0.14119012303364084
9,529,4,72,10,8,5,4,529,405,465,473,478,529,0.3632835733426361,0.3341983172720341
12,474,4,19,17,20,35,87,4,41,108,128,247,474,0.15097934135665636,0.1385773105737882
11,429,62,159,8,1,2,3,62,221,398,399,402,429,0.28359393175499376,0.24999957464458533
12,204,7,4,20,21,8,23,7,20,122,143,161,204,0.20952546588974352,0.19123130317432377
12,635,16,99,37,48,46,43,16,158,289,337,410,635,0.10621825415764391,0.09854192295003784
8,571,4,208,47,47,38,4,571,336,491,491,548,571,0.2487634515049762,0.22729330753815136
4,144,9,4,37,37,94,9,144,4,41,41,135,144,0.35343592756422937,0.2890302986572035
12,56,0,5,2,13,5,8,0,12,21,34,46,56,1.5,0.1
12,80920,7473,9468,3982,3613,5464,8596,7473,24144,45530,49143,58056,80920,0.01,0.01057520198658548
12,82461,11507,11335,5416,5086,4163,4270,11507,34273,58923,64009,72678,82461,0.09916049246845833,0.098153324754523
12,69888,10652,14578,3725,1567,1640,3102,10652,36838,54961,56528,60375,69888,0.17464272104118875,0.16630203576564248
12,58054,4091,10819,3377,2635,2965,4712,4091,19974,37428,40063,46302,58054,0.15757497752257776,0.1487653345908676
12,19367,2126,4369,794,607,498,1097,2126,8951,14972,15579,16934,19367,0.20055976758937735,0.18640027989434002
12,10708,1769,1549,431,362,447,741,1769,4983,7368,7730,8553,10708,0.011627996323216013,0.01615663494974653
12,5598,971,1170,181,120,203,312,971,3587,4267,4387,4720,5598,0.25994480319349167,0.24045704004455415
12,6025,271,510,315,612,751,770,271,1131,1921,2533,3954,6025,0.032900333413605834,0.029379502759563088
12,68794,13869,11886,3460,2019,1808,2181,13869,37251,56513,58532,62322,68794,0.12235928269566608,0.12146331364017125
12,20763,2579,3644,955,1079,910,1104,2579,9043,14509,15588,17395,20763,0.1099099027947517,0.10756886230954689
8,13416,1143,1582,2355,2355,1481,1143,13416,2851,7333,7333,10678,13416,0.1423334050353799,0.1329391112679925
12,14832,1926,1691,983,1128,804,859,1926,5148,9367,10495,11937,14832,0.052352874139060854,0.0536824537309336
12,9940,1220,1104,725,567,668,409,1220,3469,6489,7056,8031,9940,0.05246492005069377,0.05361797017243419
12,7989,870,1129,697,466,394,166,870,3079,5562,6028,6912,7989,0.12071465180422526,0.11655083896627204
12,5280,890,680,498,331,220,74,890,2298,4122,4453,4940,5280,0.09574112556956133,0.09574687375119303
12,1633,617,291,76,42,-31,0,617,1263,1728,1770,1734,1633,0.10681942098994188,0.11138653737557834
12,3949,266,37,477,484,412,29,266,486,1953,2437,3390,3949,0.11652129781610625,0.10966312359705721
12,2885,578,370,139,106,59,73,578,1325,2153,2259,2447,2885,0.01,0.015892697227118533
12,1822,320,273,63,112,97,79,320,825,1212,1324,1571,1822,0.01,0.01482204697147613
12,393,137,76,3,4,5,1,137,332,353,357,367,393,0.21852817501676486,0.20756848267868055
12,290,25,18,21,14,28,51,25,59,127,141,187,290,0.010411090154279264,0.01
12,5362,354,248,113,608,706,854,354,825,1461,2069,3231,5362,0.012012406065131516,0.01
12,19879,2467,3206,1395,1501,1128,408,2467,8227,13206,14707,17850,19879,0.09411528661379796,0.09279367867373585
12,7191,1129,692,570,193,604,252,1129,2561,4318,4511,5710,7191,0.3715429077861284,0.3575296061737552
8,6337,22,1132,799,799,704,22,6337,2412,4212,4212,5999,6337,0.1102160591526399,0.10877033624989146
12,222,2,17,16,27,15,25,2,22,121,148,177,222,0.2916681882730387,0.26118188502748363
12,127,14,12,20,13,4,1,14,31,99,112,121,127,0.1373370030875145,0.1294869317212452
12,60,0,2,6,9,7,8,0,2,25,34,46,60,1.5,0.1
12,646,34,96,55,33,17,5,34,179,554,587,623,646,0.21314969178668158,0.1913056525095047
12,83,5,4,1,3,1,37,5,19,28,31,34,83,0.013003691889053606,0.01
12,71,19,10,1,6,1,5,19,43,56,62,63,71,0.07005376355464,0.07662570478880587
12,204,6,50,24,15,1,6,6,82,166,181,188,204,0.2908157391760786,0.2591006813006896
12,106,0,0,30,9,2,4,0,0,69,78,90,106,1.5,0.1
12,231,18,23,4,12,0,12,18,58,176,188,197,231,0.21202222646105018,0.19291287959923276
12,645,14,77,75,72,11,21,14,151,474,546,593,645,0.2506717833055718,0.2242139985204716
12,437,32,49,47,36,22,49,32,113,269,305,352,437,0.12237015299821576,0.11643021886810523
7,599,16,65,164,79,143,16,599,65,329,408,551,599,0.19907849004648875,0.18123382884517558
12,705,43,69,129,95,19,23,43,186,508,603,653,705,0.17056095875578436,0.1572476830894442
12,1159,30,144,72,23,43,109,30,229,859,882,960,1159,0.09906782920939015,0.09745247717424094
12,1455,137,253,122,95,19,6,137,612,1272,1367,1424,1455,0.19079419113527182,0.17527250091047525
12,489,17,73,36,76,24,17,17,112,308,384,441,489,0.20212455616936437,0.18388762791910004
12,3619,113,469,525,408,198,172,113,754,2337,2745,3188,3619,0.20871467008789776,0.18987819620819646
10,312,85,138,3,2,0,0,85,223,309,311,311,312,0.2577002038288807,0.23056314094994096
12,9666,11,59,901,976,686,2792,11,75,1776,2752,4234,9666,0.10710050495060155,0.08983231386503115
12,32400,7159,7962,880,296,71,31,7159,23277,31789,32085,32271,32400,0.18806242513763105,0.17630019653012147
5,163,71,15,16,16,16,71,163,15,31,47,47,163,0.020807563355304096,0.01
12,104,2,4,10,3,5,1,2,9,82,85,98,104,0.24105651553237883,0.2113338723172374
12,51,1,0,6,2,6,1,1,3,24,26,34,51,0.01,1.0
12,78,9,17,1,7,2,1,9,45,51,58,75,78,0.3092349098223041,0.2811270554443257
12,73,5,16,3,1,8,3,5,37,49,50,59,73,0.3510612493392435,0.31559770798655634
11,212,1,10,22,13,31,25,1,11,76,89,151,212,0.01,1.0
9,149,1,14,5,27,52,1,149,17,43,70,122,149,0.21723961768904967,0.19277421260134692
8,57,0,18,12,12,1,0,57,20,53,53,55,57,0.35540621921800714,0.301282287691215
9,80,2,4,11,27,11,2,80,9,32,59,70,80,0.1876932977738265,0.1694316458299826
11,3161,3,9,75,76,340,580,3,12,158,234,714,3161,0.010000001147291724,0.9999999996286992
11,1028,296,167,60,27,3,2,296,463,975,1002,1019,1028,0.1323177774553195,0.13113333783285516
6,147,1,1,61,61,54,1,147,1,85,85,139,147,0.01,1.0
12,605,59,84,52,23,11,11,59,262,506,529,545,605,0.19437309708723685,0.18015422599621114
12,2932,103,314,429,211,58,458,103,754,1811,2022,2161,2932,0.19852869145699523,0.18392209073980767
12,1695,319,304,95,93,46,21,319,827,1384,1477,1599,1695,0.1091573385591347,0.10847916123862272
12,262,12,14,12,20,15,45,12,43,120,140,171,262,0.05795544389193842,0.05419024368253179
12,861,78,73,85,45,54,89,78,233,477,522,610,861,0.01,0.010350467448679908
12,5399,296,973,661,598,165,114,296,1750,4078,4676,5092,5399,0.20175043102080234,0.18415469006683904
12,1619,178,227,216,152,20,12,178,580,1341,1493,1590,1619,0.1559259348467712,0.14598115207461934
8,105,0,42,1,1,0,0,105,94,104,104,105,105,0.24766939309677247,0.2303347449701672
12,1055,34,125,152,97,39,53,34,254,720,817,913,1055,0.2234415619046247,0.2032600906376482
7,414,25,76,83,37,71,25,414,76,230,267,338,414,0.09649666977414698,0.09498118296930934
12,228,28,21,29,27,18,10,28,75,132,159,201,228,0.039116651919460455,0.040568215408092224
12,208,22,33,16,19,6,13,22,76,132,151,181,208,0.10571875440618228,0.10265472801582531
12,454,75,105,40,16,6,2,75,259,401,417,443,454,0.16667488169893974,0.1579876689607307
12,163,1,2,4,6,43,11,1,5,12,18,138,163,0.01,1.0
12,188,16,68,5,2,9,2,16,111,165,167,183,188,0.26285413120480683,0.23211378279093325
12,284,1,20,15,9,14,19,1,28,192,201,218,284,0.01,1.0
12,766,142,100,51,21,34,10,142,389,666,687,731,766,0.12696378850212048,0.12440486288429754
7,207,31,2,51,42,27,31,207,2,64,106,133,207,0.28305574451188475,0.24963937119497334
12,119,1,11,11,13,6,1,1,21,84,97,114,119,0.01,1.0
11,133,0,0,61,19,3,2,0,0,97,116,121,133,1.5,0.1
8,109,55,11,20,20,1,55,109,12,40,40,53,109,0.01,1.0
8,73,19,9,5,5,12,19,73,11,20,20,34,73,0.04919393940554398,0.03820011830490589
12,317,12,47,43,12,11,22,12,84,210,222,246,317,0.23083945160976235,0.211563811746352
12,2340,220,426,232,58,7,13,220,1131,2225,2283,2314,2340,0.21279072169877142,0.19320581767685582
7,110,2,6,43,15,19,2,110,6,63,78,97,110,0.27288515691181947,0.23954216021429456
10,576,0,0,0,1,4,456,0,0,1,2,6,576,1.5,0.1
12,13326,1516,1918,954,586,283,978,1516,5332,10077,10663,11348,13326,0.15707380134475868,0.14923707271326658
12,3269,1192,652,1,0,0,0,1192,2847,3265,3265,3268,3269,0.18799588039250398,0.18035689864592153
12,15111,0,109,1047,965,3303,1434,0,116,1916,2881,7748,15111,1.5,0.1
12,28147,9510,4683,957,430,61,81,9510,21297,27330,27760,27917,28147,0.14402049879556322,0.1438470815705219
7,2462,167,168,407,697,502,167,2462,168,804,1501,2003,2462,0.19865538093305893,0.1784448990120765
12,2375,377,467,129,93,83,4,377,1417,2055,2148,2313,2375,0.19885279019845312,0.18594219439023166
12,243,24,21,7,23,21,6,24,92,126,149,191,243,0.03242575442787578,0.03313939638854069
12,390,71,71,43,31,11,9,71,218,315,346,365,390,0.1292513460545153,0.1270092423228566
12,112,1,13,7,11,4,40,1,17,39,50,58,112,0.01,1.0
12,124,50,13,2,2,1,1,50,87,115,117,120,124,0.47189364988099025,0.4154170657257676
12,64,3,6,27,1,2,0,3,15,54,55,60,64,0.1847107988332783,0.16808211965602016
12,823,12,83,25,70,165,47,12,146,185,255,542,823,0.14487782209438016,0.13182048802677188
12,439,99,41,25,10,18,62,99,167,268,278,317,439,0.01,0.017499057848111645
12,596,103,82,20,35,62,3,103,271,357,392,519,596,0.015189924116982478,0.019751140440499186
10,238,24,9,19,155,4,2,24,33,70,225,229,238,0.12424806267957454,0.11600386362654737
11,140,9,14,8,8,23,11,9,23,39,47,78,140,0.0535170514468247,0.0502261792401141
12,857,24,71,151,65,85,33,24,124,446,511,699,857,0.16948907789568946,0.15561244998473422
11,1381,65,141,90,33,57,33,65,206,1043,1076,1212,1381,0.79369792821634,0.7463227121123854
8,393,13,72,41,41,39,13,393,128,233,233,334,393,0.12335958969084013,0.11843225547028995
12,63,5,6,7,0,0,11,5,12,38,38,38,63,0.010523179240848864,0.01
12,319,0,0,36,8,9,203,0,0,47,55,84,319,1.5,0.1
7,17779,47,2070,4188,4435,2154,47,17779,2070,10617,15052,17206,17779,0.2244842182694946,0.20186104446872963
12,1104,30,33,99,60,75,323,30,78,327,387,493,1104,0.015943273805593003,0.01
12,2303,544,563,52,24,22,54,544,1651,2178,2202,2242,2303,0.18484911275387275,0.17465313488496878
7,715,3,159,276,60,13,3,715,159,639,699,712,715,0.224219814523192,0.20313967016671872
12,7463,4,81,501,583,602,1687,4,91,1267,1850,2840,7463,0.010000025216621912,0.9999999918393505
12,14408,2711,2400,1236,614,103,1098,2711,7748,12071,12685,12979,14408,0.1311508308849041,0.12885849817056735
7,8374,149,1954,1430,1518,1263,149,8374,1954,4834,6352,7615,8374,0.10565439409941248,0.1052712549935998
12,68,28,1,0,0,0,0,28,67,68,68,68,68,0.2779898630807978,0.2476793033862839
12,107,0,0,0,0,55,3,0,1,5,5,60,107,1.5,0.1
12,56,2,23,0,0,0,0,2,53,56,56,56,56,0.4041505140602994,0.3314681564668516
12,1286,4,164,60,35,43,196,4,387,643,678,963,1286,0.6697551705881805,0.599280379262993
12,128,76,9,0,1,1,1,76,111,125,126,127,128,0.3093186417532867,0.28978302849910764
7,869,303,0,48,55,188,303,869,0,59,114,302,869,1.5,0.1
11,1760,23,132,460,363,47,14,23,155,1186,1549,1725,1760,0.2693754831083636,0.23594717720382796
12,230,20,45,20,13,6,0,20,106,209,222,230,230,0.01195397320974329,0.013842172741746676
12,126,6,29,11,8,2,17,6,43,81,89,95,126,0.7882121771777221,0.748091066525202
12,943,24,114,159,80,10,54,24,202,714,794,828,943,0.23970351037096424,0.21458877606818783
12,1046,126,264,31,12,5,6,126,545,1004,1016,1033,1046,0.20601321927394523,0.1867757996222661
12,86,7,6,14,10,1,5,7,20,53,63,66,86,0.10052953394482872,0.09661082984947897
12,346,9,39,70,26,12,10,9,55,269,295,330,346,0.22780534603015723,0.20282537744389673
12,74,3,10,6,9,3,7,3,21,45,54,62,74,0.19043707416327177,0.17602381296321315
12,148,1,0,0,0,1,25,1,1,1,1,2,148,0.01,1.0
5,436,1,44,61,195,195,1,436,44,105,300,300,436,0.23805787450419677,0.2076138334526221
7,400,0,124,92,34,7,0,400,124,357,391,398,400,0.21636020429679173,0.20099885270547596
3,392,150,150,87,87,155,150,392,392,87,87,242,392,0.1465647227962897,0.13011204684356828
8,1902,3,517,372,372,151,3,1902,737,1518,1518,1820,1902,0.23284151774458853,0.21070623395885132
9,1044,4,170,143,118,90,4,1044,317,690,808,898,1044,0.15974941623716382,0.15078890786016488
12,836,100,149,90,23,24,1,100,528,722,745,785,836,0.32202511747603707,0.28833053953170107
12,456,36,36,40,32,61,3,36,114,234,266,357,456,0.07637302336367022,0.0738022067199115
7,5402,384,162,779,1130,1351,384,5402,162,1351,2481,3832,5402,0.22154088643858996,0.1957502989068898
11,4365,527,703,481,305,197,6,527,1230,3381,3686,4092,4365,0.18503191853385023,0.17223327723433163
11,2245,205,468,352,105,89,21,205,673,1707,1812,1977,2245,0.21759778589464573,0.20041198672101293
4,103,23,24,40,40,16,23,103,24,64,64,80,103,0.052912300599437884,0.051443922472436315
10,325,19,56,24,25,20,3,19,75,268,293,313,325,0.28896364682826414,0.25401404197393557
12,164,1,6,26,24,11,30,1,8,58,82,98,164,0.01,1.0
7,176,0,50,37,32,8,0,176,50,135,167,175,176,0.17425664900589657,0.16632039102996832
7,87,0,45,12,6,0,0,87,45,79,85,85,87,0.2634050067213221,0.24707731410920802
12,1059,0,1,78,201,157,120,0,1,106,307,661,1059,1.5,0.1
12,188,14,13,28,39,22,6,14,35,77,116,165,188,0.10038520333301448,0.09521423498346987
12,185,5,18,16,20,6,3,5,102,140,160,172,185,0.5743167138785146,0.483245686482174
12,185,1,8,17,26,20,8,1,27,75,101,145,185,0.01,1.0
7,93,16,9,3,16,28,16,93,9,14,30,58,93,0.05735004366253046,0.05170872908086644
7,51,14,0,6,2,5,14,51,0,6,8,13,51,1.5,0.1
