generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,beta,gamma
2.260000000000000000e+02,6.760000000000000000e+03,4.403000000000000000e+03,4.358000000000000000e+03,4.289000000000000000e+03,4.378000000000000000e+03,4.434000000000000000e+03,4.313000000000000000e+03,5.327640857882867120e-01,1.887374327237237859e-01
4.860000000000000000e+02,1.949400000000000000e+04,1.102100000000000000e+04,1.082900000000000000e+04,1.039500000000000000e+04,1.087700000000000000e+04,1.065800000000000000e+04,1.095700000000000000e+04,1.939767206378579523e-01,8.613708710575164462e-02
3.340000000000000000e+02,1.416700000000000000e+04,9.395000000000000000e+03,9.778000000000000000e+03,9.652000000000000000e+03,9.521000000000000000e+03,9.591000000000000000e+03,9.511000000000000000e+03,4.024384050703918025e-01,1.319723292398574388e-01
2.410000000000000000e+02,6.550000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.711116165572568071e-02,2.303704979571009337e-01
3.060000000000000000e+02,1.443700000000000000e+04,9.852000000000000000e+03,9.812000000000000000e+03,9.905000000000000000e+03,9.846000000000000000e+03,9.795000000000000000e+03,9.929000000000000000e+03,9.499999999999999556e-01,3.041305143738465833e-01
1.150000000000000000e+02,1.827200000000000000e+04,1.365300000000000000e+04,1.366900000000000000e+04,1.335600000000000000e+04,1.370300000000000000e+04,1.372400000000000000e+04,1.368600000000000000e+04,8.531506140340425759e-01,2.140248512403023218e-01
4.650000000000000000e+02,1.585200000000000000e+04,8.974000000000000000e+03,9.005000000000000000e+03,8.917000000000000000e+03,8.981000000000000000e+03,8.905000000000000000e+03,9.073000000000000000e+03,9.499999999999999556e-01,4.109513638625157950e-01
3.310000000000000000e+02,3.541000000000000000e+03,2.271000000000000000e+03,2.290000000000000000e+03,2.362000000000000000e+03,2.369000000000000000e+03,2.278000000000000000e+03,2.285000000000000000e+03,9.499999999999999556e-01,3.301394587204513065e-01
1.050000000000000000e+02,7.345000000000000000e+03,1.898000000000000000e+03,2.133000000000000000e+03,1.412000000000000000e+03,2.166000000000000000e+03,2.323000000000000000e+03,2.255000000000000000e+03,3.806110347191434817e-01,2.670349554983916240e-01
4.890000000000000000e+02,1.684900000000000000e+04,1.229100000000000000e+04,1.232200000000000000e+04,1.228200000000000000e+04,1.239600000000000000e+04,1.226700000000000000e+04,1.223900000000000000e+04,9.145239415937357341e-01,2.470675746156175134e-01
1.960000000000000000e+02,1.471600000000000000e+04,1.027400000000000000e+04,1.030000000000000000e+04,1.008000000000000000e+04,1.038900000000000000e+04,1.032400000000000000e+04,1.036700000000000000e+04,6.257073551533102185e-01,1.898919755460350411e-01
1.760000000000000000e+02,5.830000000000000000e+02,4.290000000000000000e+02,4.280000000000000000e+02,4.070000000000000000e+02,3.970000000000000000e+02,4.180000000000000000e+02,4.250000000000000000e+02,9.499999999999999556e-01,2.665286233188286502e-01
4.130000000000000000e+02,1.483700000000000000e+04,1.175900000000000000e+04,1.169100000000000000e+04,1.175500000000000000e+04,1.170500000000000000e+04,1.172500000000000000e+04,1.168700000000000000e+04,9.499999999999999556e-01,2.000216526462612332e-01
4.870000000000000000e+02,1.770500000000000000e+04,1.167200000000000000e+04,1.155900000000000000e+04,1.177900000000000000e+04,1.166400000000000000e+04,1.166300000000000000e+04,1.172100000000000000e+04,8.056055596040478939e-01,2.754028185345221980e-01
2.810000000000000000e+02,3.628000000000000000e+03,2.101000000000000000e+03,2.090000000000000000e+03,2.066000000000000000e+03,2.046000000000000000e+03,2.082000000000000000e+03,2.105000000000000000e+03,9.499999999999999556e-01,4.072931344837183443e-01
3.150000000000000000e+02,9.075000000000000000e+03,5.372000000000000000e+03,5.364000000000000000e+03,5.224000000000000000e+03,5.359000000000000000e+03,5.330000000000000000e+03,5.318000000000000000e+03,5.109673268662883183e-01,2.124280138902971682e-01
4.290000000000000000e+02,1.696600000000000000e+04,9.985000000000000000e+03,9.931000000000000000e+03,1.007200000000000000e+04,9.963000000000000000e+03,9.968000000000000000e+03,1.007800000000000000e+04,9.499999999999999556e-01,3.905239895212617718e-01
1.870000000000000000e+02,1.156100000000000000e+04,6.164000000000000000e+03,6.086000000000000000e+03,4.297000000000000000e+03,6.127000000000000000e+03,6.166000000000000000e+03,6.019000000000000000e+03,2.536702723238786761e-01,1.199005843659057130e-01
5.900000000000000000e+01,4.090000000000000000e+03,2.582000000000000000e+03,2.591000000000000000e+03,1.722000000000000000e+03,2.477000000000000000e+03,2.555000000000000000e+03,2.584000000000000000e+03,9.499999999999999556e-01,3.611935973053064242e-01
4.990000000000000000e+02,1.526400000000000000e+04,3.737000000000000000e+03,4.170000000000000000e+03,2.326000000000000000e+03,4.059000000000000000e+03,3.756000000000000000e+03,3.505000000000000000e+03,2.341810012872529434e-01,1.749162813785277992e-01
2.010000000000000000e+02,1.226800000000000000e+04,7.353000000000000000e+03,7.480000000000000000e+03,7.467000000000000000e+03,7.436000000000000000e+03,7.402000000000000000e+03,7.513000000000000000e+03,9.499999999999999556e-01,3.733067034461389766e-01
2.850000000000000000e+02,4.932000000000000000e+03,3.426000000000000000e+03,3.376000000000000000e+03,3.399000000000000000e+03,3.421000000000000000e+03,3.486000000000000000e+03,3.359000000000000000e+03,4.604289869491439147e-01,1.442905688577597045e-01
1.780000000000000000e+02,9.850000000000000000e+03,7.750000000000000000e+03,7.660000000000000000e+03,7.676000000000000000e+03,7.657000000000000000e+03,7.706000000000000000e+03,7.681000000000000000e+03,7.177880489050509905e-01,1.554724852674466140e-01
3.090000000000000000e+02,9.442000000000000000e+03,6.926000000000000000e+03,7.070000000000000000e+03,7.040000000000000000e+03,7.008000000000000000e+03,7.026000000000000000e+03,7.059000000000000000e+03,5.966413524671839719e-01,1.543013979291642801e-01
3.890000000000000000e+02,1.162800000000000000e+04,8.446000000000000000e+03,8.610000000000000000e+03,8.534000000000000000e+03,8.417000000000000000e+03,8.437000000000000000e+03,8.464000000000000000e+03,2.413238778631498771e-01,6.531767627699268386e-02
4.840000000000000000e+02,1.143500000000000000e+04,4.830000000000000000e+03,4.840000000000000000e+03,4.861000000000000000e+03,4.818000000000000000e+03,4.877000000000000000e+03,4.821000000000000000e+03,8.422145022744290666e-01,4.879456888811549709e-01
1.310000000000000000e+02,9.482000000000000000e+03,4.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.465732409078641718e-01,3.741539156676540467e-01
3.020000000000000000e+02,1.252400000000000000e+04,7.904000000000000000e+03,7.905000000000000000e+03,7.894000000000000000e+03,7.905000000000000000e+03,7.834000000000000000e+03,7.860000000000000000e+03,9.499999999999999556e-01,3.561568236348809924e-01
2.440000000000000000e+02,1.316600000000000000e+04,1.064600000000000000e+04,1.063900000000000000e+04,1.063500000000000000e+04,1.065700000000000000e+04,1.064200000000000000e+04,1.064800000000000000e+04,7.926575052691676726e-01,1.534991852268719759e-01
3.400000000000000000e+02,7.260000000000000000e+02,3.910000000000000000e+02,3.820000000000000000e+02,3.930000000000000000e+02,3.780000000000000000e+02,3.810000000000000000e+02,3.900000000000000000e+02,9.499999999999999556e-01,4.464664334292866021e-01
4.190000000000000000e+02,1.841900000000000000e+04,1.355400000000000000e+04,1.368700000000000000e+04,1.358700000000000000e+04,1.360000000000000000e+04,1.364800000000000000e+04,1.361800000000000000e+04,9.499999999999999556e-01,2.484544939461525437e-01
2.840000000000000000e+02,1.515100000000000000e+04,1.012800000000000000e+04,1.033700000000000000e+04,1.030900000000000000e+04,1.027000000000000000e+04,1.031300000000000000e+04,1.026000000000000000e+04,5.413242576979079290e-01,1.743874334045993901e-01
4.750000000000000000e+02,6.521000000000000000e+03,3.046000000000000000e+03,2.951000000000000000e+03,3.090000000000000000e+03,2.937000000000000000e+03,3.101000000000000000e+03,2.859000000000000000e+03,5.811537937621331640e-01,3.150733928436345033e-01
2.600000000000000000e+02,1.507600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.319758740517754880e-02,2.157679417494806351e-01
3.360000000000000000e+02,9.534000000000000000e+03,7.929000000000000000e+03,7.900000000000000000e+03,7.950000000000000000e+03,7.943000000000000000e+03,7.964000000000000000e+03,7.950000000000000000e+03,6.836144675685008609e-01,1.150749414338700233e-01
2.300000000000000000e+02,3.781000000000000000e+03,1.570000000000000000e+03,1.524000000000000000e+03,1.450000000000000000e+03,1.459000000000000000e+03,1.452000000000000000e+03,1.425000000000000000e+03,5.437711401846115900e-01,3.290150200985257345e-01
2.130000000000000000e+02,7.344000000000000000e+03,3.619000000000000000e+03,3.599000000000000000e+03,3.628000000000000000e+03,3.609000000000000000e+03,3.555000000000000000e+03,3.620000000000000000e+03,9.499999999999999556e-01,4.813212146648449541e-01
2.410000000000000000e+02,1.727800000000000000e+04,8.781000000000000000e+03,8.877000000000000000e+03,7.930000000000000000e+03,8.778000000000000000e+03,8.791000000000000000e+03,8.845000000000000000e+03,3.824566418986459770e-01,1.871811459976632785e-01
1.340000000000000000e+02,1.739600000000000000e+04,1.710000000000000000e+02,0.000000000000000000e+00,4.960000000000000000e+02,1.500000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,8.819428805371884450e-02,1.451414445387701757e-01
4.650000000000000000e+02,1.688700000000000000e+04,1.177900000000000000e+04,1.179600000000000000e+04,1.183200000000000000e+04,1.180400000000000000e+04,1.188800000000000000e+04,1.187900000000000000e+04,6.952042209247738525e-01,2.081870135194303362e-01
1.610000000000000000e+02,1.873800000000000000e+04,1.302300000000000000e+04,1.307800000000000000e+04,1.301000000000000000e+04,1.299100000000000000e+04,1.313300000000000000e+04,1.314000000000000000e+04,9.499999999999999556e-01,2.875058236445923732e-01
4.310000000000000000e+02,5.117000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.055595308944807686e-01,4.187013088865606525e-01
4.170000000000000000e+02,3.574000000000000000e+03,6.830000000000000000e+02,7.380000000000000000e+02,6.390000000000000000e+02,7.410000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,5.497203568621443770e-01,4.404829338207876810e-01
1.690000000000000000e+02,2.733000000000000000e+03,6.610000000000000000e+02,6.410000000000000000e+02,4.990000000000000000e+02,5.910000000000000000e+02,5.860000000000000000e+02,6.420000000000000000e+02,4.884131579519384037e-01,3.787746728639253546e-01
4.780000000000000000e+02,5.960000000000000000e+03,4.251000000000000000e+03,4.242000000000000000e+03,4.277000000000000000e+03,4.275000000000000000e+03,4.197000000000000000e+03,4.234000000000000000e+03,9.499999999999999556e-01,2.733514663489158281e-01
3.240000000000000000e+02,1.826300000000000000e+04,1.421100000000000000e+04,1.415700000000000000e+04,1.409500000000000000e+04,1.406900000000000000e+04,1.416700000000000000e+04,1.400000000000000000e+04,4.915911558341292675e-01,1.118567819899671939e-01
2.420000000000000000e+02,7.528000000000000000e+03,3.550000000000000000e+03,3.694000000000000000e+03,3.700000000000000000e+03,3.651000000000000000e+03,3.670000000000000000e+03,3.694000000000000000e+03,9.499999999999999556e-01,4.867153284649260447e-01
1.420000000000000000e+02,1.852100000000000000e+04,1.022200000000000000e+04,1.015900000000000000e+04,7.122000000000000000e+03,1.037400000000000000e+04,1.031000000000000000e+04,1.024400000000000000e+04,3.242219959108552096e-01,1.435574064267753913e-01
2.660000000000000000e+02,5.012000000000000000e+03,3.478000000000000000e+03,3.575000000000000000e+03,3.551000000000000000e+03,3.588000000000000000e+03,3.554000000000000000e+03,3.545000000000000000e+03,6.976823148548183529e-01,2.025503180055518437e-01
3.780000000000000000e+02,1.239700000000000000e+04,7.861000000000000000e+03,7.846000000000000000e+03,7.934000000000000000e+03,7.900000000000000000e+03,7.795000000000000000e+03,7.930000000000000000e+03,5.407545692500579371e-01,1.968192705773395002e-01
1.130000000000000000e+02,1.229100000000000000e+04,8.783000000000000000e+03,8.814000000000000000e+03,3.864000000000000000e+03,8.831000000000000000e+03,8.787000000000000000e+03,8.777000000000000000e+03,5.509465344250189522e-01,1.559512449103578613e-01
4.330000000000000000e+02,1.521600000000000000e+04,1.248900000000000000e+04,1.257600000000000000e+04,1.256600000000000000e+04,1.248400000000000000e+04,1.253400000000000000e+04,1.246700000000000000e+04,4.083250122389159853e-01,7.172575576801430708e-02
2.790000000000000000e+02,1.464100000000000000e+04,8.331000000000000000e+03,8.498000000000000000e+03,8.513000000000000000e+03,8.417000000000000000e+03,8.601000000000000000e+03,8.678000000000000000e+03,9.141082511120043330e-01,3.814197194774947008e-01
2.200000000000000000e+02,1.385800000000000000e+04,1.251000000000000000e+03,2.202000000000000000e+03,1.106000000000000000e+03,2.204000000000000000e+03,1.940000000000000000e+03,1.893000000000000000e+03,7.611622267527716479e-02,6.168858667368646437e-02
2.270000000000000000e+02,7.345000000000000000e+03,6.000000000000000000e+03,5.961000000000000000e+03,5.934000000000000000e+03,5.997000000000000000e+03,5.927000000000000000e+03,5.945000000000000000e+03,9.499999999999999556e-01,1.825483983922177589e-01
3.390000000000000000e+02,1.162400000000000000e+04,5.929000000000000000e+03,6.000000000000000000e+03,5.835000000000000000e+03,5.923000000000000000e+03,5.876000000000000000e+03,5.862000000000000000e+03,9.499999999999999556e-01,4.659888420154775224e-01
3.840000000000000000e+02,5.907000000000000000e+03,2.389000000000000000e+03,2.183000000000000000e+03,2.039000000000000000e+03,2.130000000000000000e+03,2.173000000000000000e+03,2.233000000000000000e+03,3.136437298741810431e-01,1.948948718546000547e-01
3.380000000000000000e+02,1.974300000000000000e+04,1.276200000000000000e+04,1.253300000000000000e+04,1.271600000000000000e+04,1.248800000000000000e+04,1.265100000000000000e+04,1.275800000000000000e+04,5.878394255768174537e-01,2.125324105079889336e-01
3.250000000000000000e+02,5.819000000000000000e+03,4.210000000000000000e+02,4.220000000000000000e+02,4.470000000000000000e+02,3.730000000000000000e+02,1.890000000000000000e+02,0.000000000000000000e+00,6.627923980681126037e-02,6.308093613009285727e-02
2.730000000000000000e+02,2.230000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.965356296111954532e-02,1.549763416090336743e-01
8.900000000000000000e+01,1.002700000000000000e+04,5.388000000000000000e+03,5.267000000000000000e+03,4.935000000000000000e+03,5.246000000000000000e+03,5.197000000000000000e+03,5.301000000000000000e+03,9.499999999999999556e-01,4.483680708512551849e-01
3.850000000000000000e+02,1.786000000000000000e+03,1.006000000000000000e+03,9.750000000000000000e+02,9.710000000000000000e+02,9.930000000000000000e+02,9.980000000000000000e+02,1.017000000000000000e+03,9.499999999999999556e-01,4.228361275927322027e-01
1.700000000000000000e+02,3.086000000000000000e+03,2.122000000000000000e+03,2.109000000000000000e+03,2.146000000000000000e+03,2.119000000000000000e+03,2.129000000000000000e+03,2.190000000000000000e+03,9.499999999999999556e-01,2.919843728354916679e-01
1.430000000000000000e+02,1.196600000000000000e+04,3.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.084205868413223639e-01,3.433917557572899182e-01
3.370000000000000000e+02,1.261000000000000000e+03,8.170000000000000000e+02,8.090000000000000000e+02,8.420000000000000000e+02,8.210000000000000000e+02,8.530000000000000000e+02,8.180000000000000000e+02,3.927130217258780198e-01,1.382905670917846663e-01
3.500000000000000000e+02,5.452000000000000000e+03,3.612000000000000000e+03,3.628000000000000000e+03,3.569000000000000000e+03,3.600000000000000000e+03,3.584000000000000000e+03,3.571000000000000000e+03,9.499999999999999556e-01,3.262253729993989104e-01
8.400000000000000000e+01,1.272100000000000000e+04,8.266000000000000000e+03,9.137000000000000000e+03,3.000000000000000000e+03,8.986000000000000000e+03,9.154000000000000000e+03,9.020000000000000000e+03,3.419939908685155627e-01,9.689033839185097474e-02
1.430000000000000000e+02,1.391400000000000000e+04,7.704000000000000000e+03,7.634000000000000000e+03,7.699000000000000000e+03,7.678000000000000000e+03,7.590000000000000000e+03,7.552000000000000000e+03,9.499999999999999556e-01,4.293075329470844581e-01
2.820000000000000000e+02,1.340100000000000000e+04,9.173000000000000000e+03,9.152000000000000000e+03,9.247000000000000000e+03,9.143000000000000000e+03,9.163000000000000000e+03,9.093000000000000000e+03,3.813844697781427207e-01,1.209944071401342774e-01
3.340000000000000000e+02,1.654000000000000000e+04,8.485000000000000000e+03,8.651000000000000000e+03,8.719000000000000000e+03,8.591000000000000000e+03,8.453000000000000000e+03,8.434000000000000000e+03,9.499999999999999556e-01,4.572484294412856864e-01
2.310000000000000000e+02,1.162000000000000000e+04,9.054000000000000000e+03,8.985000000000000000e+03,9.020000000000000000e+03,9.001000000000000000e+03,9.028000000000000000e+03,9.050000000000000000e+03,5.132869437386486933e-01,1.159595677825638327e-01
1.420000000000000000e+02,1.902800000000000000e+04,5.990000000000000000e+02,9.100000000000000000e+01,7.590000000000000000e+02,8.300000000000000000e+01,1.110000000000000000e+02,6.000000000000000000e+00,3.915844305500348205e-02,7.258816997849662500e-02
1.210000000000000000e+02,6.407000000000000000e+03,2.662000000000000000e+03,2.574000000000000000e+03,9.790000000000000000e+02,2.631000000000000000e+03,2.567000000000000000e+03,2.592000000000000000e+03,6.663805317960286301e-01,3.937305676642228747e-01
1.200000000000000000e+02,6.811000000000000000e+03,4.907000000000000000e+03,4.977000000000000000e+03,4.491000000000000000e+03,4.923000000000000000e+03,4.866000000000000000e+03,4.953000000000000000e+03,5.394191158005871012e-01,1.474892879505268206e-01
2.770000000000000000e+02,1.025900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.877185254832229089e-01,4.773006328008095323e-01
6.900000000000000000e+01,1.975200000000000000e+04,4.554000000000000000e+03,5.497000000000000000e+03,2.314000000000000000e+03,5.618000000000000000e+03,5.625000000000000000e+03,5.552000000000000000e+03,5.690144103842533774e-01,4.080241447979110481e-01
1.320000000000000000e+02,1.388000000000000000e+03,1.060000000000000000e+03,1.090000000000000000e+03,7.670000000000000000e+02,1.040000000000000000e+03,1.064000000000000000e+03,1.066000000000000000e+03,3.757319899702892818e-01,9.113386211145600713e-02
2.510000000000000000e+02,6.417000000000000000e+03,4.113000000000000000e+03,4.158000000000000000e+03,4.068000000000000000e+03,4.142000000000000000e+03,4.118000000000000000e+03,4.157000000000000000e+03,9.499999999999999556e-01,3.344957079518459109e-01
2.490000000000000000e+02,1.305400000000000000e+04,6.829000000000000000e+03,6.871000000000000000e+03,6.848000000000000000e+03,7.013000000000000000e+03,6.824000000000000000e+03,6.923000000000000000e+03,9.499999999999999556e-01,4.455181812545204734e-01
2.100000000000000000e+02,1.821000000000000000e+03,1.479000000000000000e+03,1.490000000000000000e+03,1.493000000000000000e+03,1.488000000000000000e+03,1.491000000000000000e+03,1.459000000000000000e+03,9.313666778035032401e-01,1.693907978466913378e-01
8.700000000000000000e+01,1.202200000000000000e+04,4.971000000000000000e+03,5.468000000000000000e+03,3.003000000000000000e+03,5.461000000000000000e+03,5.564000000000000000e+03,5.447000000000000000e+03,4.069241812119996915e-01,2.224386669114301607e-01
4.090000000000000000e+02,1.166500000000000000e+04,6.974000000000000000e+03,7.037000000000000000e+03,6.968000000000000000e+03,7.006000000000000000e+03,7.019000000000000000e+03,7.018000000000000000e+03,9.499999999999999556e-01,3.803904875130880159e-01
2.540000000000000000e+02,4.044000000000000000e+03,2.278000000000000000e+03,2.235000000000000000e+03,2.273000000000000000e+03,2.248000000000000000e+03,2.272000000000000000e+03,2.336000000000000000e+03,6.784400141535111839e-01,3.024959137594604996e-01
1.950000000000000000e+02,4.061000000000000000e+03,2.932000000000000000e+03,2.908000000000000000e+03,2.860000000000000000e+03,2.941000000000000000e+03,2.956000000000000000e+03,2.918000000000000000e+03,5.694222742266519255e-01,1.596272123523153619e-01
2.310000000000000000e+02,1.494000000000000000e+03,5.170000000000000000e+02,4.840000000000000000e+02,5.080000000000000000e+02,5.450000000000000000e+02,5.170000000000000000e+02,5.550000000000000000e+02,7.330388046411959735e-01,4.761039792932960091e-01
2.680000000000000000e+02,1.540800000000000000e+04,2.213000000000000000e+03,2.376000000000000000e+03,1.364000000000000000e+03,2.240000000000000000e+03,2.323000000000000000e+03,2.257000000000000000e+03,4.136094872521999810e-01,3.477345262418313210e-01
2.650000000000000000e+02,1.649400000000000000e+04,1.124400000000000000e+04,1.127900000000000000e+04,1.128400000000000000e+04,1.138200000000000000e+04,1.129700000000000000e+04,1.118200000000000000e+04,7.883660651034121170e-01,2.481017660404461755e-01
6.800000000000000000e+01,7.468000000000000000e+03,5.256000000000000000e+03,5.904000000000000000e+03,1.922000000000000000e+03,5.801000000000000000e+03,5.933000000000000000e+03,5.829000000000000000e+03,3.151203350934711489e-01,6.598730862893777138e-02
4.130000000000000000e+02,4.575000000000000000e+03,3.842000000000000000e+03,3.801000000000000000e+03,3.766000000000000000e+03,3.790000000000000000e+03,3.776000000000000000e+03,3.787000000000000000e+03,7.787859675197708054e-01,1.333219517813532262e-01
1.610000000000000000e+02,1.201000000000000000e+04,8.544000000000000000e+03,8.771000000000000000e+03,8.633000000000000000e+03,8.711000000000000000e+03,8.633000000000000000e+03,8.614000000000000000e+03,7.579928155972924797e-01,2.113905521220592332e-01
3.460000000000000000e+02,1.054100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.934594108147494496e-02,3.983957723376391202e-01
4.830000000000000000e+02,1.776800000000000000e+04,1.294600000000000000e+04,1.280400000000000000e+04,1.281800000000000000e+04,1.293500000000000000e+04,1.290400000000000000e+04,1.291600000000000000e+04,9.499999999999999556e-01,2.630964487210821212e-01
3.880000000000000000e+02,6.585000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504799185414311180e-02,3.080293438853534127e-01
3.190000000000000000e+02,2.342000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.316772218994542720e-01,1.797771568723778579e-01
1.160000000000000000e+02,1.961700000000000000e+04,1.386500000000000000e+04,1.394500000000000000e+04,1.329800000000000000e+04,1.373600000000000000e+04,1.391100000000000000e+04,1.388800000000000000e+04,6.489681080662563772e-01,1.901732592585483328e-01
1.980000000000000000e+02,1.847200000000000000e+04,1.420100000000000000e+04,1.431200000000000000e+04,1.293100000000000000e+04,1.411600000000000000e+04,1.425000000000000000e+04,1.422600000000000000e+04,3.299806163764714695e-01,7.592285851670393937e-02
2.450000000000000000e+02,8.147000000000000000e+03,4.752000000000000000e+03,4.693000000000000000e+03,4.716000000000000000e+03,4.689000000000000000e+03,4.716000000000000000e+03,4.773000000000000000e+03,9.499999999999999556e-01,3.997950682184002735e-01
9.100000000000000000e+01,9.260000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.156488404683217314e-01,1.452541994999687336e-01
2.360000000000000000e+02,1.957400000000000000e+04,9.667000000000000000e+03,9.777000000000000000e+03,9.723000000000000000e+03,9.755000000000000000e+03,9.879000000000000000e+03,9.915000000000000000e+03,9.499999999999999556e-01,4.750692489488804182e-01
