generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,beta,gamma
2.430000000000000000e+02,1.328500000000000000e+04,4.868000000000000000e+03,4.980000000000000000e+03,4.791000000000000000e+03,4.785000000000000000e+03,4.930000000000000000e+03,4.705000000000000000e+03,6.033341508637695139e-01,3.829459328798561213e-01
1.780000000000000000e+02,1.202100000000000000e+04,7.238000000000000000e+03,7.077000000000000000e+03,7.203000000000000000e+03,7.201000000000000000e+03,7.051000000000000000e+03,7.073000000000000000e+03,9.499999999999999556e-01,3.877468812586666869e-01
2.940000000000000000e+02,1.163400000000000000e+04,9.203000000000000000e+03,9.165000000000000000e+03,9.127000000000000000e+03,9.166000000000000000e+03,9.252000000000000000e+03,9.151000000000000000e+03,9.499999999999999556e-01,2.013910580909594461e-01
4.660000000000000000e+02,1.065000000000000000e+03,1.080000000000000000e+02,0.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00,2.600000000000000000e+01,1.300000000000000000e+01,4.645569934100493015e-01,4.417476075833251525e-01
3.360000000000000000e+02,1.844900000000000000e+04,1.412100000000000000e+04,1.409300000000000000e+04,1.419100000000000000e+04,1.406100000000000000e+04,1.405700000000000000e+04,1.418700000000000000e+04,4.657783615507186670e-01,1.098921769847299584e-01
4.070000000000000000e+02,1.095600000000000000e+04,8.364000000000000000e+03,8.340000000000000000e+03,8.306000000000000000e+03,8.363000000000000000e+03,8.302000000000000000e+03,8.367000000000000000e+03,7.708761222248293743e-01,1.867878632554069440e-01
1.770000000000000000e+02,1.725300000000000000e+04,1.373200000000000000e+04,1.375800000000000000e+04,1.367600000000000000e+04,1.357800000000000000e+04,1.366700000000000000e+04,1.366100000000000000e+04,7.217549760611091658e-01,1.497494864750226196e-01
4.900000000000000000e+02,6.284000000000000000e+03,1.430000000000000000e+02,0.000000000000000000e+00,7.600000000000000000e+01,1.250000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.523679300061069664e-01,2.566860201626272042e-01
3.200000000000000000e+02,1.016400000000000000e+04,7.082000000000000000e+03,7.056000000000000000e+03,7.144000000000000000e+03,7.072000000000000000e+03,7.025000000000000000e+03,7.018000000000000000e+03,9.499999999999999556e-01,2.895049683077366987e-01
3.220000000000000000e+02,9.160000000000000000e+03,7.510000000000000000e+03,7.536000000000000000e+03,7.504000000000000000e+03,7.562000000000000000e+03,7.475000000000000000e+03,7.555000000000000000e+03,4.489496594404086549e-01,8.101681544530044132e-02
4.660000000000000000e+02,1.156000000000000000e+04,7.658000000000000000e+03,7.698000000000000000e+03,7.755000000000000000e+03,7.581000000000000000e+03,7.666000000000000000e+03,7.557000000000000000e+03,9.499999999999999556e-01,3.207559785788544060e-01
2.730000000000000000e+02,5.869000000000000000e+03,3.143000000000000000e+03,3.586000000000000000e+03,1.328000000000000000e+03,3.391000000000000000e+03,3.390000000000000000e+03,3.381000000000000000e+03,1.320680197498346198e-01,5.349622246722231939e-02
3.170000000000000000e+02,1.008200000000000000e+04,5.690000000000000000e+03,5.721000000000000000e+03,5.761000000000000000e+03,5.733000000000000000e+03,5.754000000000000000e+03,5.685000000000000000e+03,9.499999999999999556e-01,4.075730256526108319e-01
1.210000000000000000e+02,8.341000000000000000e+03,5.420000000000000000e+03,6.103000000000000000e+03,1.197000000000000000e+03,6.065000000000000000e+03,6.199000000000000000e+03,6.111000000000000000e+03,2.635420043234209531e-01,7.055147385932442061e-02
4.740000000000000000e+02,1.675400000000000000e+04,1.248000000000000000e+04,1.246600000000000000e+04,1.242200000000000000e+04,1.239100000000000000e+04,1.244400000000000000e+04,1.275300000000000000e+04,2.355359121615270279e-01,6.026442879677453707e-02
1.660000000000000000e+02,1.352200000000000000e+04,8.183000000000000000e+03,8.137000000000000000e+03,8.138000000000000000e+03,8.227000000000000000e+03,8.300000000000000000e+03,8.256000000000000000e+03,9.499999999999999556e-01,3.713888358643839260e-01
4.830000000000000000e+02,3.767000000000000000e+03,3.115000000000000000e+03,3.147000000000000000e+03,3.082000000000000000e+03,3.103000000000000000e+03,3.087000000000000000e+03,3.143000000000000000e+03,4.941427075842227401e-01,8.672792813540103340e-02
3.980000000000000000e+02,3.441000000000000000e+03,1.887000000000000000e+03,1.912000000000000000e+03,1.912000000000000000e+03,1.881000000000000000e+03,1.911000000000000000e+03,1.847000000000000000e+03,9.499999999999999556e-01,4.255448296905638417e-01
4.930000000000000000e+02,2.170000000000000000e+03,1.722000000000000000e+03,1.732000000000000000e+03,1.678000000000000000e+03,1.677000000000000000e+03,1.693000000000000000e+03,1.693000000000000000e+03,6.332790399340993970e-01,1.338353657735768809e-01
3.900000000000000000e+02,7.074000000000000000e+03,4.933000000000000000e+03,4.925000000000000000e+03,4.569000000000000000e+03,4.894000000000000000e+03,4.912000000000000000e+03,4.746000000000000000e+03,2.395356516745552888e-01,7.281210450301815740e-02
3.360000000000000000e+02,1.948200000000000000e+04,1.456300000000000000e+04,1.465000000000000000e+04,1.453000000000000000e+04,1.469300000000000000e+04,1.461700000000000000e+04,1.474900000000000000e+04,9.499999999999999556e-01,2.361045338856419817e-01
4.760000000000000000e+02,4.745000000000000000e+03,3.557000000000000000e+03,3.554000000000000000e+03,3.573000000000000000e+03,3.566000000000000000e+03,3.602000000000000000e+03,3.635000000000000000e+03,2.121001581075002695e-01,5.094485800473425030e-02
1.660000000000000000e+02,7.263000000000000000e+03,5.339000000000000000e+03,5.353000000000000000e+03,5.434000000000000000e+03,5.450000000000000000e+03,5.373000000000000000e+03,5.363000000000000000e+03,9.499999999999999556e-01,2.436413266447348680e-01
2.510000000000000000e+02,1.422100000000000000e+04,7.300000000000000000e+03,7.283000000000000000e+03,7.288000000000000000e+03,7.228000000000000000e+03,7.297000000000000000e+03,7.328000000000000000e+03,9.499999999999999556e-01,4.635943040898207190e-01
7.100000000000000000e+01,1.454100000000000000e+04,8.036000000000000000e+03,8.084000000000000000e+03,5.989000000000000000e+03,8.133000000000000000e+03,8.161000000000000000e+03,8.009000000000000000e+03,9.499999999999999556e-01,4.201062446795544858e-01
9.600000000000000000e+01,2.057000000000000000e+03,9.820000000000000000e+02,1.000000000000000000e+03,7.790000000000000000e+02,9.480000000000000000e+02,9.550000000000000000e+02,9.670000000000000000e+02,9.488500844910844334e-01,4.959228320520915889e-01
1.080000000000000000e+02,8.144000000000000000e+03,5.689000000000000000e+03,5.775000000000000000e+03,5.635000000000000000e+03,5.793000000000000000e+03,5.752000000000000000e+03,5.742000000000000000e+03,9.499999999999999556e-01,2.775151165269215681e-01
4.260000000000000000e+02,1.870700000000000000e+04,1.261200000000000000e+04,1.274600000000000000e+04,1.273700000000000000e+04,1.266700000000000000e+04,1.271900000000000000e+04,1.263200000000000000e+04,2.968771290226102644e-01,9.473794852519995535e-02
2.510000000000000000e+02,6.338000000000000000e+03,3.508000000000000000e+03,3.353000000000000000e+03,2.607000000000000000e+03,3.624000000000000000e+03,3.379000000000000000e+03,3.519000000000000000e+03,2.056896011521776035e-01,9.236253396428897866e-02
6.100000000000000000e+01,3.432000000000000000e+03,2.415000000000000000e+03,2.507000000000000000e+03,7.840000000000000000e+02,2.474000000000000000e+03,2.491000000000000000e+03,2.463000000000000000e+03,6.348984736639738946e-01,1.784111116424635934e-01
2.770000000000000000e+02,8.954000000000000000e+03,5.371000000000000000e+03,5.390000000000000000e+03,5.332000000000000000e+03,5.406000000000000000e+03,5.306000000000000000e+03,5.335000000000000000e+03,9.499999999999999556e-01,3.769047089987871413e-01
4.490000000000000000e+02,1.610000000000000000e+03,4.300000000000000000e+01,4.100000000000000000e+01,9.900000000000000000e+01,1.890000000000000000e+02,5.000000000000000000e+00,4.200000000000000000e+01,1.952384511742991935e-01,1.784909009533743041e-01
4.180000000000000000e+02,1.756500000000000000e+04,1.072800000000000000e+04,1.087900000000000000e+04,1.085100000000000000e+04,1.079200000000000000e+04,1.073600000000000000e+04,1.086200000000000000e+04,9.499999999999999556e-01,3.671289726777420270e-01
3.230000000000000000e+02,1.622100000000000000e+04,8.812000000000000000e+03,8.709000000000000000e+03,8.787000000000000000e+03,8.790000000000000000e+03,8.756000000000000000e+03,8.924000000000000000e+03,9.499999999999999556e-01,4.334922982292231941e-01
1.760000000000000000e+02,1.445500000000000000e+04,1.114500000000000000e+04,1.127800000000000000e+04,1.113600000000000000e+04,1.106200000000000000e+04,1.112900000000000000e+04,1.117600000000000000e+04,8.642270076190091688e-01,1.951685964877892532e-01
2.590000000000000000e+02,7.646000000000000000e+03,4.818000000000000000e+03,4.911000000000000000e+03,4.941000000000000000e+03,4.920000000000000000e+03,4.903000000000000000e+03,4.864000000000000000e+03,9.499999999999999556e-01,3.402246414035356437e-01
3.930000000000000000e+02,3.027000000000000000e+03,2.104000000000000000e+03,2.066000000000000000e+03,2.047000000000000000e+03,2.024000000000000000e+03,2.058000000000000000e+03,2.034000000000000000e+03,5.190738971097059729e-01,1.659307334022843972e-01
2.280000000000000000e+02,4.276000000000000000e+03,2.989000000000000000e+03,2.967000000000000000e+03,2.990000000000000000e+03,3.051000000000000000e+03,2.897000000000000000e+03,2.946000000000000000e+03,6.144358656760274817e-01,1.875996089864388483e-01
2.780000000000000000e+02,1.424400000000000000e+04,1.006200000000000000e+04,1.020100000000000000e+04,1.010400000000000000e+04,1.008500000000000000e+04,1.016900000000000000e+04,1.006900000000000000e+04,6.250221461478425722e-01,1.809514901743267956e-01
4.180000000000000000e+02,1.220600000000000000e+04,2.961000000000000000e+03,2.848000000000000000e+03,1.955000000000000000e+03,2.960000000000000000e+03,3.001000000000000000e+03,3.003000000000000000e+03,2.366426244078716212e-01,1.779206279009528935e-01
2.570000000000000000e+02,1.536500000000000000e+04,9.055000000000000000e+03,9.137000000000000000e+03,9.154000000000000000e+03,9.167000000000000000e+03,9.093000000000000000e+03,9.164000000000000000e+03,9.499999999999999556e-01,3.839590047415298857e-01
5.800000000000000000e+01,1.086900000000000000e+04,7.739000000000000000e+03,7.903000000000000000e+03,3.054000000000000000e+03,7.804000000000000000e+03,7.802000000000000000e+03,7.766000000000000000e+03,6.553565614220313584e-01,1.817366921691982440e-01
2.830000000000000000e+02,3.257000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.598821583707212390e-01,4.585979938158286640e-01
2.620000000000000000e+02,1.140600000000000000e+04,7.588000000000000000e+03,7.563000000000000000e+03,7.450000000000000000e+03,7.400000000000000000e+03,7.505000000000000000e+03,7.431000000000000000e+03,9.499999999999999556e-01,3.216141196699925930e-01
2.130000000000000000e+02,1.416000000000000000e+03,2.700000000000000000e+02,2.800000000000000000e+02,2.830000000000000000e+02,3.360000000000000000e+02,2.660000000000000000e+02,3.390000000000000000e+02,5.083086408802617306e-01,3.874208678612496848e-01
2.520000000000000000e+02,4.801000000000000000e+03,3.275000000000000000e+03,3.195000000000000000e+03,3.235000000000000000e+03,3.221000000000000000e+03,3.280000000000000000e+03,3.201000000000000000e+03,9.499999999999999556e-01,3.069083194030992057e-01
1.850000000000000000e+02,7.413000000000000000e+03,5.520000000000000000e+03,5.549000000000000000e+03,5.499000000000000000e+03,5.506000000000000000e+03,5.613000000000000000e+03,5.516000000000000000e+03,8.270955737797843765e-01,2.127609832362639952e-01
2.910000000000000000e+02,2.838000000000000000e+03,6.030000000000000000e+02,9.030000000000000000e+02,1.120000000000000000e+02,8.490000000000000000e+02,1.830000000000000000e+02,8.950000000000000000e+02,8.078537471572214135e-02,5.217483179644877289e-02
3.700000000000000000e+02,7.894000000000000000e+03,4.072000000000000000e+03,4.017000000000000000e+03,4.071000000000000000e+03,4.013000000000000000e+03,4.120000000000000000e+03,3.850000000000000000e+03,9.499999999999999556e-01,4.672275929122645666e-01
3.110000000000000000e+02,6.180000000000000000e+02,2.850000000000000000e+02,2.770000000000000000e+02,1.500000000000000000e+02,2.610000000000000000e+02,2.540000000000000000e+02,2.520000000000000000e+02,2.331747159361996780e-01,1.379436250547824427e-01
6.700000000000000000e+01,8.124000000000000000e+03,5.103000000000000000e+03,5.244000000000000000e+03,1.886000000000000000e+03,5.227000000000000000e+03,5.264000000000000000e+03,5.221000000000000000e+03,9.499999999999999556e-01,3.389841563796244794e-01
3.600000000000000000e+02,1.569000000000000000e+04,8.900000000000000000e+03,8.809000000000000000e+03,8.926000000000000000e+03,8.761000000000000000e+03,8.824000000000000000e+03,8.821000000000000000e+03,5.113795067476323286e-01,2.257836128656654784e-01
1.880000000000000000e+02,1.535000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.222111929038450340e-01,4.651862708140453440e-01
4.420000000000000000e+02,2.420000000000000000e+03,1.406000000000000000e+03,1.396000000000000000e+03,1.379000000000000000e+03,1.377000000000000000e+03,1.350000000000000000e+03,1.376000000000000000e+03,2.955086842998486119e-01,1.269537107225717498e-01
1.720000000000000000e+02,1.384900000000000000e+04,8.840000000000000000e+03,8.939000000000000000e+03,8.901000000000000000e+03,8.941000000000000000e+03,9.019000000000000000e+03,8.982000000000000000e+03,8.510598113228613482e-01,2.994219642310705920e-01
3.360000000000000000e+02,8.528000000000000000e+03,5.423000000000000000e+03,5.214000000000000000e+03,5.199000000000000000e+03,5.242000000000000000e+03,5.323000000000000000e+03,5.168000000000000000e+03,3.633124522679985757e-01,1.394234562450618886e-01
1.530000000000000000e+02,7.577000000000000000e+03,4.724000000000000000e+03,4.611000000000000000e+03,4.746000000000000000e+03,4.719000000000000000e+03,4.686000000000000000e+03,4.690000000000000000e+03,9.499999999999999556e-01,3.617041305617603175e-01
3.470000000000000000e+02,6.862000000000000000e+03,4.993000000000000000e+03,5.032000000000000000e+03,5.049000000000000000e+03,5.031000000000000000e+03,5.055000000000000000e+03,5.044000000000000000e+03,9.499999999999999556e-01,2.546997256174558522e-01
5.700000000000000000e+01,8.194000000000000000e+03,4.503000000000000000e+03,4.553000000000000000e+03,1.603000000000000000e+03,4.631000000000000000e+03,4.506000000000000000e+03,4.576000000000000000e+03,9.499999999999999556e-01,4.255167962735827425e-01
2.230000000000000000e+02,5.376000000000000000e+03,3.145000000000000000e+03,3.182000000000000000e+03,3.122000000000000000e+03,3.104000000000000000e+03,3.181000000000000000e+03,3.189000000000000000e+03,9.499999999999999556e-01,3.948657465898839924e-01
4.600000000000000000e+02,1.099000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.204904757572664908e-01,3.899943029148350004e-01
4.370000000000000000e+02,1.936000000000000000e+04,7.949000000000000000e+03,7.923000000000000000e+03,4.460000000000000000e+03,8.154000000000000000e+03,7.936000000000000000e+03,8.026000000000000000e+03,1.179211004558598369e-01,6.963096055364977055e-02
1.750000000000000000e+02,3.757000000000000000e+03,2.389000000000000000e+03,2.420000000000000000e+03,2.395000000000000000e+03,2.419000000000000000e+03,2.396000000000000000e+03,2.398000000000000000e+03,9.499999999999999556e-01,3.411269967255964319e-01
4.820000000000000000e+02,1.637300000000000000e+04,8.438000000000000000e+03,8.338000000000000000e+03,8.203000000000000000e+03,8.506000000000000000e+03,8.380000000000000000e+03,8.396000000000000000e+03,9.499999999999999556e-01,4.613780356459081800e-01
2.960000000000000000e+02,9.190000000000000000e+03,4.824000000000000000e+03,4.878000000000000000e+03,4.907000000000000000e+03,4.789000000000000000e+03,4.920000000000000000e+03,4.933000000000000000e+03,9.499999999999999556e-01,4.444820502765619574e-01
4.790000000000000000e+02,2.044000000000000000e+03,9.050000000000000000e+02,9.480000000000000000e+02,9.200000000000000000e+02,8.890000000000000000e+02,9.290000000000000000e+02,9.340000000000000000e+02,8.217572939241623020e-01,4.453195078366135040e-01
1.960000000000000000e+02,1.702100000000000000e+04,1.027300000000000000e+04,1.048300000000000000e+04,1.029100000000000000e+04,1.049500000000000000e+04,1.048700000000000000e+04,1.039600000000000000e+04,6.611665308876770730e-01,2.563983694254463597e-01
1.490000000000000000e+02,3.528000000000000000e+03,5.620000000000000000e+02,5.900000000000000000e+02,2.230000000000000000e+02,5.680000000000000000e+02,5.170000000000000000e+02,6.030000000000000000e+02,4.056839769925164041e-01,3.345375452077618550e-01
2.170000000000000000e+02,1.657100000000000000e+04,9.333000000000000000e+03,9.471000000000000000e+03,9.440000000000000000e+03,9.430000000000000000e+03,9.385000000000000000e+03,9.430000000000000000e+03,9.499999999999999556e-01,4.115068686766860662e-01
1.040000000000000000e+02,1.742600000000000000e+04,1.178700000000000000e+04,1.179100000000000000e+04,1.083900000000000000e+04,1.184700000000000000e+04,1.180700000000000000e+04,1.177500000000000000e+04,9.499999999999999556e-01,3.060022665437230893e-01
1.900000000000000000e+02,1.462800000000000000e+04,1.027300000000000000e+04,1.017900000000000000e+04,1.027600000000000000e+04,1.016400000000000000e+04,1.012300000000000000e+04,1.038900000000000000e+04,9.499999999999999556e-01,2.865044731057024840e-01
2.690000000000000000e+02,1.815600000000000000e+04,1.500600000000000000e+04,1.495000000000000000e+04,1.510200000000000000e+04,1.502900000000000000e+04,1.512000000000000000e+04,1.510000000000000000e+04,6.297654017649619851e-01,1.067880045576292541e-01
1.690000000000000000e+02,1.731600000000000000e+04,9.770000000000000000e+03,9.750000000000000000e+03,9.793000000000000000e+03,9.786000000000000000e+03,9.814000000000000000e+03,9.722000000000000000e+03,9.499999999999999556e-01,4.124097284129212837e-01
3.060000000000000000e+02,1.006900000000000000e+04,8.164000000000000000e+03,8.137000000000000000e+03,8.275000000000000000e+03,8.174000000000000000e+03,8.247000000000000000e+03,8.283000000000000000e+03,3.323657087025814749e-01,6.140775328934044985e-02
2.180000000000000000e+02,3.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.115749139871851758e-01,4.558847517329405186e-01
2.720000000000000000e+02,1.003000000000000000e+04,4.944000000000000000e+03,4.967000000000000000e+03,4.323000000000000000e+03,4.853000000000000000e+03,4.800000000000000000e+03,4.875000000000000000e+03,3.283223879653255350e-01,1.684433869534520956e-01
2.480000000000000000e+02,8.434000000000000000e+03,4.040000000000000000e+03,4.020000000000000000e+03,4.154000000000000000e+03,4.049000000000000000e+03,4.116000000000000000e+03,4.178000000000000000e+03,9.499999999999999556e-01,4.908667947328489989e-01
1.020000000000000000e+02,1.899300000000000000e+04,2.262000000000000000e+03,8.413000000000000000e+03,1.026000000000000000e+03,7.318000000000000000e+03,5.135000000000000000e+03,9.340000000000000000e+03,1.338509601626320655e-01,6.674855804821989980e-02
2.110000000000000000e+02,1.038000000000000000e+03,7.350000000000000000e+02,7.480000000000000000e+02,7.580000000000000000e+02,7.250000000000000000e+02,7.360000000000000000e+02,7.590000000000000000e+02,9.499999999999999556e-01,2.670496500065820400e-01
1.480000000000000000e+02,4.384000000000000000e+03,3.000000000000000000e+01,7.000000000000000000e+00,2.900000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01,0.000000000000000000e+00,1.053017459538554967e-01,1.228913332697664507e-01
1.800000000000000000e+02,1.586000000000000000e+03,8.940000000000000000e+02,9.560000000000000000e+02,3.160000000000000000e+02,9.280000000000000000e+02,9.960000000000000000e+02,9.650000000000000000e+02,1.961023391226419665e-01,7.370905313149540838e-02
4.960000000000000000e+02,7.223000000000000000e+03,1.480000000000000000e+02,0.000000000000000000e+00,1.370000000000000000e+02,2.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.297858421642285098e-01,2.343093144972044073e-01
3.170000000000000000e+02,1.156800000000000000e+04,8.041000000000000000e+03,8.071000000000000000e+03,8.006000000000000000e+03,8.082000000000000000e+03,8.064000000000000000e+03,8.079000000000000000e+03,9.499999999999999556e-01,2.873088949082377441e-01
7.400000000000000000e+01,1.878500000000000000e+04,1.443300000000000000e+04,1.442300000000000000e+04,1.004100000000000000e+04,1.452300000000000000e+04,1.438500000000000000e+04,1.446000000000000000e+04,9.499999999999999556e-01,2.199106816323513347e-01
4.070000000000000000e+02,4.395000000000000000e+03,2.567000000000000000e+03,2.539000000000000000e+03,2.567000000000000000e+03,2.534000000000000000e+03,2.530000000000000000e+03,2.536000000000000000e+03,9.499999999999999556e-01,4.002661608804289339e-01
2.290000000000000000e+02,2.409000000000000000e+03,1.205000000000000000e+03,1.178000000000000000e+03,1.123000000000000000e+03,1.143000000000000000e+03,1.175000000000000000e+03,1.122000000000000000e+03,9.499999999999999556e-01,4.983059575989753909e-01
5.000000000000000000e+01,1.316200000000000000e+04,6.531000000000000000e+03,6.561000000000000000e+03,2.355000000000000000e+03,6.556000000000000000e+03,6.748000000000000000e+03,6.703000000000000000e+03,9.499999999999999556e-01,4.724616271534611833e-01
3.330000000000000000e+02,1.826600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.006448439215824719e-01,3.881239425620217065e-01
2.710000000000000000e+02,2.755000000000000000e+03,6.180000000000000000e+02,8.680000000000000000e+02,4.140000000000000000e+02,9.570000000000000000e+02,9.600000000000000000e+02,8.980000000000000000e+02,1.460474309054999309e-01,9.572161291108165215e-02
4.870000000000000000e+02,4.363000000000000000e+03,2.666000000000000000e+03,2.701000000000000000e+03,2.763000000000000000e+03,2.694000000000000000e+03,2.761000000000000000e+03,2.717000000000000000e+03,3.864991276391171460e-01,1.468483160883371497e-01
4.690000000000000000e+02,5.863000000000000000e+03,4.141000000000000000e+03,4.105000000000000000e+03,4.045000000000000000e+03,4.085000000000000000e+03,4.011000000000000000e+03,4.145000000000000000e+03,6.373730690189119974e-01,1.918379608115166890e-01
1.660000000000000000e+02,1.270700000000000000e+04,6.320000000000000000e+03,6.317000000000000000e+03,6.499000000000000000e+03,6.311000000000000000e+03,6.314000000000000000e+03,6.235000000000000000e+03,9.499999999999999556e-01,4.747041078359227062e-01
4.300000000000000000e+02,1.359500000000000000e+04,6.686000000000000000e+03,6.761000000000000000e+03,6.822000000000000000e+03,6.654000000000000000e+03,6.764000000000000000e+03,6.721000000000000000e+03,9.499999999999999556e-01,4.752197472840093417e-01
2.380000000000000000e+02,4.960000000000000000e+03,2.831000000000000000e+03,2.892000000000000000e+03,2.908000000000000000e+03,2.873000000000000000e+03,2.942000000000000000e+03,2.894000000000000000e+03,7.723773145303283183e-01,3.258999686490355319e-01
1.850000000000000000e+02,1.635400000000000000e+04,8.492000000000000000e+03,8.358000000000000000e+03,8.415000000000000000e+03,8.469000000000000000e+03,8.532000000000000000e+03,8.451000000000000000e+03,9.499999999999999556e-01,4.591630767182194317e-01
1.870000000000000000e+02,1.870500000000000000e+04,5.960000000000000000e+02,4.100000000000000000e+01,8.430000000000000000e+02,8.600000000000000000e+01,1.470000000000000000e+02,0.000000000000000000e+00,7.201201187926054015e-02,9.280611812959226048e-02
1.950000000000000000e+02,3.488000000000000000e+03,2.628000000000000000e+03,2.630000000000000000e+03,2.637000000000000000e+03,2.619000000000000000e+03,2.651000000000000000e+03,2.631000000000000000e+03,9.499999999999999556e-01,2.356100513543101516e-01
3.710000000000000000e+02,7.507000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.729673245111652546e-01,4.423045302867010808e-01
4.450000000000000000e+02,1.478300000000000000e+04,6.967000000000000000e+03,6.955000000000000000e+03,6.983000000000000000e+03,6.929000000000000000e+03,6.993000000000000000e+03,6.791000000000000000e+03,5.887727451041622206e-01,3.122305397514081315e-01
3.840000000000000000e+02,1.190100000000000000e+04,9.858000000000000000e+03,9.764000000000000000e+03,9.879000000000000000e+03,9.788000000000000000e+03,9.812000000000000000e+03,9.804000000000000000e+03,9.499999999999999556e-01,1.649714134820197409e-01
1.010000000000000000e+02,2.242000000000000000e+03,1.611000000000000000e+03,1.612000000000000000e+03,1.607000000000000000e+03,1.605000000000000000e+03,1.627000000000000000e+03,1.627000000000000000e+03,9.499999999999999556e-01,2.694442757734352711e-01
